name,species,treatment,after_treatment,common_potential,cell_type,notes,AP_peak,AP_amp,max_dvdt,min_dvdt,halfwidth,resonance_freq,cutoff,input_R,sag,RMP,EPSC_5sec,EPSC_Hz,EPSC_amp,washin_change,washin_outcome,FI_50,FI_100,FI_150,FI_200,FI_250,FI_300,FI_350,FI_400,FI_450,FI_500,FI_550,FI_600,FI_650,FI_700,FI_750,FI_800,FI_850,FI_900,Layer,topLeaf_label
Chat-IRES-Cre-neo;Ai14-591847.01.09.01,mouse,50uM psilocin + 5uM ketanserin,0,0,pyramidal,,45.349121,80.545662,354.91943,-103.75977,0.74755859,0.68181819,4.7213483,130.43625,0.95177788,-71.88765,26.72727273,5.345454545,5.862696,-10.1666,hyperpolarized,0,0,2,10,18,23,27,30,31,35,,,,,,,,,,
Chat-IRES-Cre-neo;Ai14-591847.01.09.01,mouse,50uM psilocin + 5uM ketanserin,1,0,pyramidal,,45.501709,83.284615,366.21094,-105.59082,0.75231934,0.5,3.7943811,126.44717,0.93594933,-76.014816,27.5,5.5,7.29093,-10.1666,hyperpolarized,0,1,5,15,18,23,24,26,27,25,19,,,,,,,,,
Chat-IRES-Cre-neo;Ai14-591847.02.09.01,mouse,50uM psilocin + 5uM ketanserin,0,0,pyramidal,,57.189941,83.411781,409.24072,-96.130371,0.72351074,0.5,6.5985003,88.42054,0.97107011,-67.369705,87.22222222,17.44444444,10.437401,3.29636,depolarized,0,0,0,0,0,1,3,6,8,10,12,,,,,,,,,
Chat-IRES-Cre-neo;Ai14-591847.02.09.01,mouse,50uM psilocin + 5uM ketanserin,1,0,pyramidal,,52.368164,76.283394,321.04492,-89.416504,0.76879883,0.5,3.5987635,128.3185,0.92288005,-62.279266,51.26086957,10.25217391,9.343708,3.29636,depolarized,0,0,1,5,11,16,20,23,26,31,,,,,,,,,,
Chat-IRES-Cre-neo;Ai14-591847.04.09.01,mouse,50uM psilocin + 5uM ketanserin,0,0,pyramidal,,50.018311,87.665085,361.6333,-65.917969,1.1052246,0.5,3.5484312,118.29517,1,-74.579834,11.33333333,2.266666667,9.48917,4.45826,depolarized,0,0,1,5,7,9,10,13,16,17,,,,,,,,,,
Chat-IRES-Cre-neo;Ai14-591847.04.09.01,mouse,50uM psilocin + 5uM ketanserin,1,0,pyramidal,,44.799805,82.027557,348.81592,-78.125,0.90734863,0.5,2.1246145,167.2811,1,-67.507263,6.6,1.32,11.134293,4.45826,depolarized,0,5,11,15,18,20,22,19,12,10,8,7,6,,,,,,,
Vip-IRES-Cre;Ai14-592085.02.01.01,mouse,50uM psilocin + 5uM ketanserin,0,0,pyramidal,,57.281494,84.545639,406.18896,-98.266602,0.77380371,0.5,3.396426,123.92522,0.85889971,-69.481911,68,13.6,8.999695,19.491,depolarized,0,3,12,17,20,22,24,26,28,28,29,,,,,,,,,
Vip-IRES-Cre;Ai14-592085.02.01.01,mouse,50uM psilocin + 5uM ketanserin,1,0,pyramidal,,54.626465,84.74147,423.58398,-100.70801,0.74255371,0.5,4.8181615,118.2163,0.95494622,-60.876591,52.92307692,10.58461538,10.695345,19.491,depolarized,0,0,0,3,10,15,20,22,24,25,,,,,,,,,,
Vip-IRES-Cre;Ai14-592085.03.01.01,mouse,50uM psilocin + 5uM ketanserin,0,0,pyramidal,,51.544189,88.328262,419.92188,-117.49268,0.68005371,0.63636363,4.6063271,100.00294,0.95745426,-76.003807,104,20.8,9.26561,1.93233,depolarized,0,0,0,8,15,19,22,25,27,30,,,,,,,,,,
Vip-IRES-Cre;Ai14-592085.03.01.01,mouse,50uM psilocin + 5uM ketanserin,1,0,pyramidal,,49.530029,86.446999,381.46973,-121.76514,0.67346191,0.59090906,4.0702958,112.86306,0.90650022,-76.568748,112.8571429,22.57142857,9.11741,1.93233,depolarized,0,0,0,11,16,21,24,27,30,32,34,36,37,,,,,,,
Chat-IRES-Cre-neo;Ai14-592380.03.03.01,mouse,50uM psilocin + 5uM ketanserin,0,0,pyramidal,,63.62915,91.150803,397.33887,-79.040527,0.98486328,0.5,3.8033686,133.98228,0.9239459,-67.494606,22.625,4.525,10.254577,16.6045,depolarized,0,0,0,0,1,8,14,18,21,24,27,29,30,34,,,,,,
Chat-IRES-Cre-neo;Ai14-592380.03.03.01,mouse,50uM psilocin + 5uM ketanserin,1,0,pyramidal,,60.424805,87.401031,341.18652,-76.599121,1.0349121,0.5,2.4729388,213.85875,1.0218995,-44.04134,80.71428571,16.14285714,9.5409292,16.6045,depolarized,8,18,24,29,32,33,35,33,27,44,,,,,,,,,,
Gad2-IRES-Cre;Ai14-593596.05.09.01,mouse,50uM psilocin + 5uM ketanserin,0,0,pyramidal,,41.8396,77.715515,321.04492,-90.332031,0.79919434,0.5,8.9056568,49.009918,0.94838858,-77.7416,82.28571429,16.45714286,7.83496,4.04327,depolarized,0,0,0,0,0,0,0,0,1,3,6,9,,,,,,,,
Gad2-IRES-Cre;Ai14-593596.05.09.01,mouse,50uM psilocin + 5uM ketanserin,1,0,pyramidal,,46.203613,80.13147,322.5708,-97.351074,0.77258301,0.5,10.5595,52.51429,0.96911013,-74.995155,57.81818182,11.56363636,7.55838,4.04327,depolarized,0,0,0,0,0,0,0,4,8,13,13,,,,,,,,,
Pvalb-IRES-Cre;Ai14-593185.05.09.01,mouse,50uM psilocin + 5uM ketanserin,0,0,pyramidal,,50.872803,84.588768,378.41797,-80.26123,0.8704834,0.63636363,7.2142711,60.063232,0.92712247,-70.529808,105.4444444,21.08888889,14.06511,3.28732,depolarized,0,0,0,0,0,0,0,0,0,1,2,2,3,3,3,4,4,4,,
Pvalb-IRES-Cre;Ai14-593185.05.09.01,mouse,50uM psilocin + 5uM ketanserin,1,0,pyramidal,,47.698975,79.006668,325.01221,-74.462891,0.89916992,0.5,2.9546087,80.356682,0.98685044,-67.74855,76.92857143,15.38571429,14.980937,3.28732,depolarized,0,0,0,0,0,1,1,3,6,10,14,16,,,,,,,,
Pvalb-IRES-Cre;Ai14-593558.03.02.01,mouse,50uM psilocin + 5uM ketanserin,0,0,pyramidal,,50.65918,87.279861,402.52686,-106.20117,0.73352051,0.95454544,5.5910106,59.035683,0.93434238,-79.683563,84.77777778,16.95555556,11.04552,-3,hyperpolarized,0,0,0,0,8,14,18,23,26,29,30,,,,,,,,,
Pvalb-IRES-Cre;Ai14-593558.03.02.01,mouse,50uM psilocin + 5uM ketanserin,1,0,pyramidal,,51.940918,87.577492,389.09912,-110.47363,0.75634766,0.90909094,6.0965514,73.970604,0.94019169,-74.19017,92.16666667,18.43333333,9.8622,-3,hyperpolarized,0,0,0,2,10,15,19,22,24,26,27,28,28,28,,,,,,
Pvalb-IRES-Cre;Ai14-593558.02.01.01,mouse,50uM psilocin + 5uM ketanserin,0,0,pyramidal,,52.185059,78.299461,363.15918,-92.163086,0.76477051,0.63636363,3.7936172,70.79644,0.95631361,-70.703819,76.61538462,15.32307692,7.36772,0,No change,0,0,0,3,9,14,17,20,22,24,25,,,,,,,,,
Pvalb-IRES-Cre;Ai14-593558.02.01.01,mouse,50uM psilocin + 5uM ketanserin,1,0,pyramidal,,46.081543,71.364998,308.83789,-79.956055,0.84521484,0.59090906,4.9370351,76.420784,0.99141157,-67.914619,26.08333333,5.216666667,5.610169,0,No change,0,0,0,1,8,13,17,20,22,24,26,27,,,,,,,,
H21.03.316.11.07.01.01,human,50uM psilocin,0,0,pyramidal,,49.77417,85.028107,296.32568,-92.468262,0.83093262,0.63636363,4.4380803,101.8311,1.0900321,-65.093002,41.71428571,8.342857143,15.162633,2.29443,depolarized,0,0,3,10,15,19,23,26,29,32,,,,,,,,,,
H21.03.316.11.07.01.01,human,50uM psilocin,1,0,pyramidal,,48.034668,83.176697,274.35303,-94.604492,0.81213379,0.5,3.1399698,96.519974,1.0980679,-65.667274,39.4,7.88,6.761886,2.29443,depolarized,0,0,0,8,14,18,21,25,28,30,,,,,,,,,,
H21.03.316.11.10.01.01,human,50uM psilocin,0,0,pyramidal,,50.262451,82.246597,315.24658,-96.130371,0.76196289,1.1363636,4.4467869,90.432854,1.1163659,-67.13192,39.8,7.96,20.664536,10.0775,depolarized,0,0,0,1,1,1,2,2,4,6,,,,,,,,,,
H21.03.316.11.10.01.01,human,50uM psilocin,1,0,pyramidal,,49.89624,82.072289,288.69629,-92.468262,0.78564453,0.68181819,3.9141052,100.1977,1.0693957,-62.96809,43.06666667,8.613333333,12.80037556,10.0775,depolarized,0,0,0,0,1,1,4,7,10,13,15,,,,,,,,,
H21.03.316.11.05.01.01,human,50uM psilocin,0,0,pyramidal,,47.271729,75.786041,266.72363,-100.70801,0.72070312,0.72727275,4.1891088,178.20679,1.0518408,-62.944798,64.375,12.875,18.039143,-2,hyperpolarized,0,2,13,20,25,31,35,40,43,46,,,,,,,,,,
H21.03.316.11.05.01.01,human,50uM psilocin,1,0,pyramidal,,45.166016,72.87355,257.87354,-105.28564,0.68823242,1,2.6709087,206.52176,1.0604322,-58.50391,53.54545455,10.70909091,14.577974,-2,hyperpolarized,0,12,21,27,32,37,40,43,43,43,45,,,,,,,,,
Gad2-IRES-Cre;Ai14-596770.04.02.01,mouse,control,0,0,pyramidal,,53.55835,91.713203,440.36865,-106.50635,0.76965332,0.63636363,4.9230552,63.72723,0.92349678,-80.958885,74.66666667,14.93333333,8.21157,-2,hyperpolarized,0,0,0,6,16,22,27,31,34,37,,,,,,,,,,
Gad2-IRES-Cre;Ai14-596770.04.02.01,mouse,control,1,0,pyramidal,,52.215576,93.197403,461.73096,-114.44092,0.72119141,0.63636363,6.1647296,68.343674,0.93692535,-83.458839,87,17.4,8.69576,-2,hyperpolarized,0,0,0,10,16,20,24,27,30,32,,,,,,,,,,
Gad2-IRES-Cre;Ai14-596770.04.02.02,mouse,control,0,0,pyramidal,,53.070068,89.988441,405.27344,-105.59082,0.78527832,0.68181819,5.1666508,72.527458,0.96102279,-76.942543,49.47368421,9.894736842,6.43791,2,depolarized,0,0,0,7,14,20,25,29,32,35,38,,,,,,,,,
Gad2-IRES-Cre;Ai14-596770.04.02.02,mouse,control,1,0,pyramidal,,48.065186,81.213593,322.26562,-107.72705,0.77783203,0.63636363,5.3895741,90.94371,0.97193944,-74.621956,29.22222222,5.844444444,5.46997,2,depolarized,0,0,0,10,16,21,26,30,33,35,,,,,,,,,,
Gad2-IRES-Cre;Ai14-596770.04.01.01,mouse,control,0,0,pyramidal,,49.743652,84.936951,411.9873,-111.08398,0.67871094,0.86363637,5.3649459,84.999397,0.91491467,-74.89624,44.8,8.96,7.97544,0,No change,0,0,0,11,19,24,30,33,36,39,,,,,,,,,,
Gad2-IRES-Cre;Ai14-596770.04.01.01,mouse,control,1,0,pyramidal,,50.140381,82.533913,377.80762,-124.51172,0.65136719,0.5,4.5025845,94.02195,0.90862226,-70.62326,41.2,8.24,6.854606,0,No change,0,0,3,14,22,28,33,37,41,44,,,,,,,,,,
H21.26.407.11.04.01.01,human,50uM psilocin,0,0,pyramidal,,58.349609,92.774315,357.05566,-104.06494,0.82922363,0.5,3.1577811,93.901062,1.0327994,-67.874886,11.66666667,2.333333333,8.832657,1.6894,depolarized,0,0,0,2,8,12,15,17,19,21,,,,,,,,,,
H21.26.407.11.04.01.01,human,50uM psilocin,1,0,pyramidal,,55.57251,87.847839,318.29834,-100.70801,0.83239746,0.5,3.0199368,99.971291,1.0252997,-66.550354,15,3,5.937058,1.6894,depolarized,0,0,0,5,10,14,17,19,21,22,,,,,,,,,,
Pvalb-IRES-Cre;Ai14-597113.04.01.01,mouse,control,0,0,pyramidal,,55.236816,88.381607,430.9082,-137.93945,0.61962891,0.5,3.7267368,114.48722,0.92403758,-74.36512,66.875,13.375,7.72122,17.7971,depolarized,0,0,1,13,22,28,33,37,40,43,46,,,,,,,,,
Pvalb-IRES-Cre;Ai14-597113.04.01.01,mouse,control,1,0,pyramidal,,53.375244,86.397614,426.02539,-140.38086,0.6217041,0.68181819,4.635448,125.14461,0.95378572,-60.493786,100,20,8.368133,17.7971,depolarized,0,0,5,15,22,26,31,36,39,43,46,,,,,,,,,
Pvalb-IRES-Cre;Ai14-600735.09.06.01,mouse,50uM psilocin,0,0,pyramidal,,54.168701,87.589798,415.64941,-102.84424,0.75158691,0.59090906,8.646843,50.826233,0.97055358,-77.9011,41.375,8.275,11.8659,-1,hyperpolarized,0,0,0,0,3,12,18,23,26,30,,,,,,,,,,
Pvalb-IRES-Cre;Ai14-600735.09.06.01,mouse,50uM psilocin,1,0,pyramidal,,55.877686,87.903709,416.25977,-108.03223,0.7244873,0.81818181,7.8820767,50.243214,0.92294562,-75.902138,107.7,21.54,20.06057,-1,hyperpolarized,0,0,0,0,4,12,17,20,24,26,,,,,,,,,,
Vip-IRES-Cre;Pvalb-T2A-FlpO;Ai193-hyg-600521.07.06.01,mouse,50uM psilocin,0,0,pyramidal,,52.856445,86.687546,400.6958,-118.4082,0.67614746,0.5,5.9278402,62.327145,0.97248399,-69.354492,60.7,12.14,9.538373,-3,hyperpolarized,0,0,0,0,2,12,19,23,29,32,,,,,,,,,,
Vip-IRES-Cre;Pvalb-T2A-FlpO;Ai193-hyg-600521.07.06.01,mouse,50uM psilocin,1,0,pyramidal,,48.950195,77.281235,313.41553,-104.67529,0.7232666,0.59090906,6.0895615,77.659561,0.90631962,-70.782173,42.88888889,8.577777778,8.9924,-3,hyperpolarized,0,0,0,2,11,18,23,28,31,34,,,,,,,,,,
Pvalb-IRES-Cre;Ai14-599564.03.02.01,mouse,50uM psilocin,0,0,pyramidal,,51.391602,78.669998,385.74219,-118.4082,0.63952637,0.68181819,8.5106678,50.040382,1.0075511,-76.266998,61.66666667,12.33333333,7.66294,3.30257,depolarized,0,0,0,0,0,0,1,1,5,15,,,,,,,,,,
Pvalb-IRES-Cre;Ai14-599564.03.02.01,mouse,50uM psilocin,1,0,pyramidal,,50.964355,82.005859,409.85107,-117.1875,0.62597656,0.63636363,5.3329363,55.001228,0.93803519,-73.632965,76.9375,15.3875,9.34666,3.30257,depolarized,0,0,0,0,0,0,0,1,1,2,2,4,5,,,,,,,
H21.26.408.11.03.01.01,human,50uM psilocin,0,0,pyramidal,,39.18457,82.069336,311.88965,-129.39453,0.66259766,2.7272727,6.2542582,34.030155,1.1509953,-71.564888,83.7,16.74,9.97199,-3.36676,hyperpolarized,0,0,0,0,0,1,4,9,13,16,19,,,,,,,,,
H21.26.408.11.03.01.01,human,50uM psilocin,1,0,pyramidal,,34.759521,81.959305,321.96045,-127.86865,0.61181641,2.090909,6.6440873,28.788147,1.2309061,-75.721024,64.84615385,12.96923077,11.70166,-3.36676,hyperpolarized,0,0,0,0,0,0,0,0,0,1,1,8,11,,,,,,,
Htr3a-Cre_NO152;Ai14-602118.05.03.01,mouse,50uM psilocin,0,0,pyramidal,,51.78833,83.124519,410.15625,-113.52539,0.63500977,0.5,3.5652833,126.18648,0.86148942,-72.663048,59.57142857,11.91428571,12.919836,0,No change,0,0,5,13,17,21,24,27,29,30,30,,,,,,,,,
Htr3a-Cre_NO152;Ai14-602118.05.03.01,mouse,50uM psilocin,1,0,pyramidal,,44.342041,79.290764,374.45068,-110.16846,0.62341309,0.5,3.3725004,147.69234,0.95321125,-71.337402,38.42857143,7.685714286,10.734475,0,No change,0,0,1,2,5,7,11,9,6,7,,,,,,,,,,
C57BL6J-604145.02.02.01,mouse,50uM psilocin,0,0,pyramidal,,52.79541,83.897476,419.00635,-117.79785,0.64624023,0.5,8.5026388,51.839363,0.96930277,-77.698586,69.22222222,13.84444444,8.58215,-4.83569,hyperpolarized,0,0,0,0,0,8,16,20,24,27,30,31,,,,,,,,
C57BL6J-604145.02.02.01,mouse,50uM psilocin,1,0,pyramidal,,38.818359,71.095169,302.12402,-104.67529,0.6829834,0.5,9.5907717,75.666901,0.8962971,-75.983681,68.42857143,13.68571429,6.27045,-4.83569,hyperpolarized,0,0,0,0,6,14,20,25,28,32,,,,,,,,,,
Sst-IRES-Cre;Ai14-603452.05.02.01,mouse,50uM psilocin + 50uM sodium metabisulfite,0,0,pyramidal,,41.992188,77.3592,391.54053,-112.30469,0.62353516,1.2727273,6.9139915,57.084499,0.97885263,-80.508751,56.16666667,11.23333333,9.75476,-4,hyperpolarized,0,0,0,0,10,14,17,18,20,22,24,,,,,,,,,
Sst-IRES-Cre;Ai14-603452.05.02.01,mouse,50uM psilocin + 50uM sodium metabisulfite,1,0,pyramidal,,35.064697,75.632454,311.58447,-93.688965,0.76477051,0.81818181,5.9019818,80.39959,0.99343657,-72.727127,78.625,15.725,10.23333,-4,hyperpolarized,0,0,0,0,3,10,14,18,21,24,26,,,,,,,,,
Sst-IRES-Cre;Ai14-603452.06.01.01,mouse,50uM psilocin + 50uM sodium metabisulfite,0,0,pyramidal,,53.527832,90.089951,485.22949,-117.1875,0.68261719,0.5,9.1020718,64.785507,0.91782522,-83.158669,48.54545455,9.709090909,10.32797,1,depolarized,0,0,0,2,12,15,18,21,24,27,28,,,,,,,,,
Sst-IRES-Cre;Ai14-603452.06.01.01,mouse,50uM psilocin + 50uM sodium metabisulfite,1,0,pyramidal,,49.255371,90.214432,450.74463,-121.15479,0.66821289,,,139.47479,0.94416374,-76.649605,81.57142857,16.31428571,10.00614,1,depolarized,0,3,13,19,24,28,32,35,37,40,,,,,,,,,,
Sst-IRES-Cre;Ai14-603452.06.02.01,mouse,50uM psilocin + 50uM sodium metabisulfite,0,0,pyramidal,,44.219971,79.596474,362.24365,-117.49268,0.62756348,0.5,6.5328074,66.445671,0.93690205,-84.183868,77.57142857,15.51428571,11.64308,-2,hyperpolarized,0,0,0,0,5,13,18,20,23,25,26,,,,,,,,,
Sst-IRES-Cre;Ai14-603452.06.02.01,mouse,50uM psilocin + 50uM sodium metabisulfite,1,0,pyramidal,,40.771484,72.680367,302.73438,-103.45459,0.66113281,0.5,7.3370895,78.556137,0.91739404,-79.452324,86.85714286,17.37142857,11.91289,-2,hyperpolarized,0,0,0,0,1,2,3,5,8,10,12,11,,,,,,,,
Sst-IRES-Cre;Ai14-603452.05.01.01,mouse,50uM psilocin + 50uM sodium metabisulfite,0,0,pyramidal,,39.642334,76.765091,347.90039,-99.487305,0.71630859,0.5,7.3578801,49.529175,0.96989787,-79.830139,89.875,17.975,11.89295,-1,hyperpolarized,0,0,0,0,0,7,12,16,19,23,26,,,,,,,,,
Sst-IRES-Cre;Ai14-603452.05.01.01,mouse,50uM psilocin + 50uM sodium metabisulfite,1,0,pyramidal,,32.012939,67.936958,265.19775,-91.552734,0.74450684,0.90909094,8.0180244,63.000237,0.95129997,-83.706612,55.5,11.1,6.50355,-1,hyperpolarized,0,0,0,0,0,8,14,19,23,27,,,,,,,,,,
Pvalb-IRES-Cre;Ai14-604427.03.02.01,mouse,50uM psilocin + 0.1mM ascorbate in DMSO,0,0,pyramidal,,62.988281,89.99057,447.08252,-111.69434,0.72888184,0.81818181,12.041248,41.120213,0.96710765,-74.38546,65.8,13.16,11.69592,1.5,depolarized,0,0,0,0,0,0,1,5,8,11,13,14,,,,,,,,
Pvalb-IRES-Cre;Ai14-604427.03.02.01,mouse,50uM psilocin + 0.1mM ascorbate in DMSO,1,0,pyramidal,,58.410645,89.711456,420.53223,-104.98047,0.7689209,0.5,9,53.074219,0.97301567,-73.286919,48.81818182,9.763636364,10.57715,1.5,depolarized,0,0,0,0,0,0,0,0,1,3,8,13,,,,,,,,
Pvalb-IRES-Cre;Ai14-604427.04.02.01,mouse,50uM psilocin + 0.1mM ascorbate in DMSO,0,0,pyramidal,,49.621582,88.785843,417.48047,-103.45459,0.76708984,0.5,6.6270933,55.856991,0.94322968,-85.41378,55.3,11.06,10.14198,0,No change,0,0,0,0,7,12,16,18,20,23,,,,,,,,,,
Pvalb-IRES-Cre;Ai14-604427.04.02.01,mouse,50uM psilocin + 0.1mM ascorbate in DMSO,1,0,pyramidal,,45.349121,90.124985,388.48877,-102.23389,0.80688477,0.54545456,7.110363,67.045692,0.96831715,-84.577988,55.22222222,11.04444444,8.91702,0,No change,0,0,0,0,0,2,8,13,15,18,21,24,,,,,,,,
Pvalb-IRES-Cre;Ai14-604427.05.02.01,mouse,50uM psilocin + 0.1mM ascorbate in DMSO,0,0,pyramidal,,57.891846,89.318451,337.21924,-75.073242,1.0283203,0.5,4.4733992,96.415092,0.97061151,-63.885269,60.25,12.05,8.756385,3,depolarized,0,0,0,1,4,6,10,13,15,18,22,24,,,,,,,,
Pvalb-IRES-Cre;Ai14-604427.05.02.01,mouse,50uM psilocin + 0.1mM ascorbate in DMSO,1,0,pyramidal,,56.365967,88.412079,321.04492,-72.32666,1.0544434,0.5,4.0248947,106.64759,0.99136484,-60.883373,59.83333333,11.96666667,8.708136,3,depolarized,0,0,1,5,9,13,16,18,21,20,25,,,,,,,,,
Pvalb-IRES-Cre;Ai14-604427.02.01.01,mouse,50uM psilocin + 0.1mM ascorbate in DMSO,0,0,pyramidal,,53.283691,93.286972,469.05518,-103.14941,0.73925781,0.5,6.7926092,67.649376,0.97136599,-77.244194,50.875,10.175,6.96431,3.20365,depolarized,0,0,0,10,18,22,26,29,32,34,,,,,,,,,,
Pvalb-IRES-Cre;Ai14-604427.02.01.01,mouse,50uM psilocin + 0.1mM ascorbate in DMSO,1,0,pyramidal,,53.80249,89.387192,406.49414,-115.05127,0.70300293,1.9545455,0.68181819,59.309032,0.96806449,-74.494438,64.71428571,12.94285714,11.31912,3.20365,depolarized,0,0,0,0,0,0,1,4,10,15,20,,,,,,,,,
Rorb-IRES2-Cre-neo;Ai14-604949.03.01.01,mouse,50uM psilocin + 0.1mM ascorbate in DMSO,0,0,pyramidal,,50.292969,86.022919,390.01465,-98.266602,0.78515625,0.68181819,5.7730594,63.373501,0.92416751,-79.594749,53.9,10.78,6.83615,-3.67401,hyperpolarized,0,0,0,8,16,21,26,30,34,36,,,,,,,,,,
Rorb-IRES2-Cre-neo;Ai14-604949.03.01.01,mouse,50uM psilocin + 0.1mM ascorbate in DMSO,1,0,pyramidal,,44.73877,83.590508,348.20557,-100.09766,0.79711914,0.63636363,6.4171672,77.410782,0.94830877,-79.774887,35.625,7.125,6.24699,-3.67401,hyperpolarized,0,0,0,11,19,24,28,31,34,36,,,,,,,,,,
Rorb-IRES2-Cre-neo;Ai14-604949.06.01.01,mouse,50uM psilocin + 0.1mM ascorbate in DMSO,0,0,pyramidal,,51.239014,86.946671,318.60352,-79.650879,0.9942627,0.63636363,5.063869,78.607628,0.90607274,-76.748344,9.222222222,1.844444444,8.05224,0,No change,0,0,0,4,10,15,19,22,25,27,,,,,,,,,,
Rorb-IRES2-Cre-neo;Ai14-604949.06.01.01,mouse,50uM psilocin + 0.1mM ascorbate in DMSO,1,0,pyramidal,,49.468994,85.584793,309.14307,-78.125,1.0201416,0.5,4.2239971,83.700233,0.968404,-78.828918,9.2,1.84,9.2017,0,No change,0,0,0,4,10,14,18,21,23,24,,,,,,,,,,
Sst-IRES-Cre;Ai14-605489.04.02.01,mouse,50uM psilocin + 0.1mM ascorbate in DMSO,0,0,pyramidal,,53.527832,91.98877,416.25977,-109.55811,0.77990723,0.68181819,5.2799773,68.857674,0.94004661,-78.168098,40.33333333,8.066666667,6.43476,18.8127,depolarized,0,0,0,4,12,18,23,27,30,32,35,,,,,,,,,
Sst-IRES-Cre;Ai14-605489.04.02.01,mouse,50uM psilocin + 0.1mM ascorbate in DMSO,1,0,pyramidal,,47.729492,89.129242,385.13184,-108.64258,0.78466797,0.5,4.7455168,86.291328,0.9500854,-80.583618,21.57142857,4.314285714,6.19647,18.8127,depolarized,0,0,0,8,15,20,24,28,30,33,,,,,,,,,,
Sst-IRES-Cre;Ai14-605489.03.01.01,mouse,50uM psilocin + 0.1mM ascorbate in DMSO,0,0,pyramidal,,41.900635,85.344078,352.47803,-79.956055,0.91870117,0.5,3.7516026,110.28148,0.90709454,-84.973396,28,5.6,7.68662,0,No change,0,0,2,12,18,23,27,30,34,38,,,,,,,,,,
Sst-IRES-Cre;Ai14-605489.03.01.01,mouse,50uM psilocin + 0.1mM ascorbate in DMSO,1,0,pyramidal,,31.494141,77.495811,256.04248,-67.138672,1.0174561,0.5,5.1380353,127.17654,0.95748621,-78.735703,21,4.2,7.6788,0,No change,0,0,0,2,5,10,17,22,25,17,10,9,,,,,,,,
Sst-IRES-Cre;Ai14-605489.05.01.01,mouse,50uM psilocin + 0.1mM ascorbate in DMSO,0,0,pyramidal,,48.950195,80.365883,315.85693,-86.05957,0.8684082,0.5,5.4426498,61.295521,0.95350349,-79.471115,44,8.8,9.65466,10,depolarized,0,0,0,0,3,9,13,15,17,18,,,,,,,,,,
Sst-IRES-Cre;Ai14-605489.05.01.01,mouse,50uM psilocin + 0.1mM ascorbate in DMSO,1,0,pyramidal,,41.717529,76.985275,242.91992,-78.735352,0.98254395,0.5,8.9670553,102.97733,0.96014565,-74.686569,9.875,1.975,4.61241,10,depolarized,0,0,0,0,1,8,12,16,20,21,,,,,,,,,,
Sst-IRES-Cre;Ai14-605489.02.02.01,mouse,50uM psilocin + 0.1mM ascorbate in DMSO,0,0,pyramidal,,52.368164,87.280777,414.42871,-103.45459,0.76586914,0.5,6.4571171,71.844543,0.89155453,-78.549171,51.125,10.225,8.87026,1,depolarized,0,0,0,0,10,15,20,23,26,29,,,,,,,,,,
Sst-IRES-Cre;Ai14-605489.02.02.01,mouse,50uM psilocin + 0.1mM ascorbate in DMSO,1,0,pyramidal,,39.001465,74.874435,291.74805,-79.345703,0.89440918,0.5,4.648355,87.273972,0.96652067,-81.04319,35.875,7.175,7.18386,1,depolarized,0,0,0,7,12,17,20,22,25,26,,,,,,,,,,
Slc17a6-IRES-Cre;Ai14-606634.06.02.01,mouse,50uM psilocin + 0.1mM ascorbate in DMSO,0,0,pyramidal,,51.422119,88.201431,375.67139,-104.37012,0.76879883,0.68181819,6.9586024,71.875725,0.9964931,-80.219002,50.625,10.125,7.79893,-1.5,hyperpolarized,0,0,0,7,16,22,27,30,33,36,,,,,,,,,,
Slc17a6-IRES-Cre;Ai14-606634.06.02.01,mouse,50uM psilocin + 0.1mM ascorbate in DMSO,1,0,pyramidal,,46.081543,92.116806,402.52686,-115.66162,0.76513672,1.5454545,6.6996131,83.753456,0.99741495,-83.251961,41.55555556,8.311111111,8.76686,-1.5,hyperpolarized,0,0,0,10,17,21,25,29,32,34,,,,,,,,,,
Slc17a6-IRES-Cre;Ai14-606634.05.01.01,mouse,50uM psilocin + 0.1mM ascorbate in DMSO,0,0,pyramidal,,47.973633,84.990845,333.55713,-78.125,0.92443848,0.68181819,3.092237,199.36871,0.85120642,-71.936241,11.75,2.35,9.064369,3,depolarized - drift,0,2,10,15,18,21,22,23,23,22,18,,,,,,,,,
Slc17a6-IRES-Cre;Ai14-606634.05.01.01,mouse,50uM psilocin + 0.1mM ascorbate in DMSO,1,0,pyramidal,,42.785645,84.848312,334.16748,-78.125,0.91833496,0.68181819,4.0818868,142.21056,1.0178386,-75.804794,10.77777778,2.155555556,8.1485,3,depolarized - drift,0,0,2,6,9,10,12,11,6,6,,,,,,,,,,
H21.26.409.11.04.01.01,human,50uM psilocin + 0.1mM ascorbate in DMSO,0,0,pyramidal,,50.628662,88.840187,352.47803,-125.12207,0.66479492,0.90909094,6.3060393,66.882133,1.0215762,-75.274841,20,4,10.10132,3,depolarized - drift,0,0,0,0,1,4,8,15,19,22,,,,,,,,,,
H21.26.409.11.04.01.01,human,50uM psilocin + 0.1mM ascorbate in DMSO,1,0,pyramidal,,44.036865,79.509094,296.02051,-112.91504,0.68127441,0.5,5.8433251,64.711884,0.99403542,-73.026176,28.33333333,5.666666667,10.22758,3,depolarized - drift,0,0,0,0,0,0,1,2,4,8,,,,,,,,,,
